date,product_id,category,brand,listed_price,cost_price,discount_pct,final_price,units_sold,inventory_level,rating,competitor_price,revenue,profit
2023-10-29,P016,Kids,Puma,2949.68,1646.55,30,2064.78,88,228,3.3,2024.26,181700.64,36804.24
2023-10-29,P017,Women,H&M,1237.37,735.34,0,1237.37,31,750,4.5,1324.12,38358.47,15562.93
2023-10-29,P024,Women,Nike,3777.21,2664.03,15,3210.63,19,355,4.2,3521.85,61001.97,10385.4
2023-10-29,P026,Women,HRX,4116.12,2376.77,30,2881.28,18,523,3.7,2772.77,51863.04,9081.18
2023-10-30,P007,Kids,Levis,1354.15,916.19,40,812.49,195,689,4.7,813.42,158435.55,-20221.5
2023-10-30,P011,Footwear,Adidas,3198.69,2151.95,5,3038.76,26,436,3.5,2968.23,79007.76,23057.06
2023-10-30,P019,Kids,Nike,680.4,460.25,40,408.24,265,114,4.2,405.02,108183.6,-13782.65
2023-10-31,P007,Kids,Levis,4188.2,2967.48,40,2512.92,26,222,4.9,2266.84,65335.92,-11818.56
2023-10-31,P010,Women,H&M,3489.23,2379.34,10,3140.31,31,716,4.9,3228.84,97349.61,23590.07
2023-10-31,P015,Men,Roadster,578.94,330.43,0,578.94,156,817,4.3,544.21,90314.64,38767.56
2023-10-31,P017,Women,H&M,1333.58,857.84,5,1266.9,101,743,3.3,1179.3,127956.9,41315.06
2023-11-01,P006,Accessories,Nike,2768.37,1589.02,0,2768.37,41,540,3.2,2716.79,113503.17,48353.35
2023-11-01,P010,Women,H&M,1332.16,776.22,30,932.51,52,377,4.2,950.18,48490.52,8127.08
2023-11-01,P013,Women,Levis,1096.32,628.08,0,1096.32,41,944,3.8,1140.05,44949.12,19197.84
2023-11-01,P021,Men,Puma,779.94,504.8,10,701.95,109,821,3.8,745.31,76512.55,21489.35
2023-11-01,P026,Women,HRX,4063.48,2834.09,5,3860.31,35,177,3.7,4037.24,135110.85,35917.7
2023-11-02,P001,Footwear,Adidas,3130.52,2273.79,0,3130.52,39,135,3.2,3318.19,122090.28,33412.47
2023-11-02,P004,Women,Puma,3214.61,2066.11,30,2250.23,57,646,3.8,2393.73,128263.11,10494.84
2023-11-02,P006,Accessories,Nike,3182.43,2136.67,0,3182.43,7,824,4.1,3063.36,22277.01,7320.32
2023-11-02,P008,Accessories,HRX,1166.94,817.42,40,700.16,72,671,3.4,739.59,50411.52,-8442.72
2023-11-02,P014,Accessories,Nike,1459.52,1075.55,0,1459.52,93,417,5.0,1516.42,135735.36,35709.21
2023-11-02,P017,Women,H&M,4545.19,3339.4,10,4090.67,7,127,4.7,3928.24,28634.69,5258.89
2023-11-02,P021,Men,Puma,3153.63,1981.9,10,2838.27,29,546,4.5,2865.2,82309.83,24834.73
2023-11-02,P025,Men,Nike,2627.43,1845.86,0,2627.43,19,266,3.4,2657.98,49921.17,14849.83
2023-11-02,P025,Men,Nike,2445.47,1561.05,0,2445.47,26,490,4.9,2470.69,63582.22,22994.92
2023-11-03,P007,Kids,Levis,1259.16,901.57,40,755.5,257,964,4.5,825.67,194163.5,-37539.99
2023-11-03,P022,Accessories,Puma,514.71,358.01,30,360.3,304,196,4.1,327.5,109531.2,696.16
2023-11-04,P001,Footwear,Adidas,4650.61,2781.2,30,3255.43,27,480,4.6,3518.78,87896.61,12804.21
2023-11-04,P025,Men,Nike,4815.64,3575.77,0,4815.64,29,383,4.0,4428.57,139653.56,35956.23
2023-11-04,P028,Accessories,HRX,3897.67,2442.33,5,3702.79,24,454,4.6,3471.2,88866.96,30251.04
2023-11-04,P029,Footwear,Nike,1518.53,1047.76,20,1214.82,145,813,4.1,1199.87,176148.9,24223.7
2023-11-05,P011,Footwear,Adidas,4626.86,2969.92,20,3701.49,40,222,4.5,3684.35,148059.6,29262.8
2023-11-05,P015,Men,Roadster,744.76,434.34,5,707.52,273,877,3.5,664.47,193152.96,74578.14
2023-11-05,P028,Accessories,HRX,3463.18,2249.82,5,3290.02,13,822,3.6,3616.61,42770.26,13522.6
2023-11-06,P004,Women,Puma,2598.67,1835.15,30,1819.07,26,695,4.7,1652.23,47295.82,-418.08
2023-11-06,P013,Women,Levis,1491.66,843.74,15,1267.91,27,552,4.0,1278.67,34233.57,11452.59
2023-11-06,P019,Kids,Nike,1262.92,718.76,5,1199.77,130,629,4.8,1226.25,155970.1,62531.3
2023-11-06,P020,Footwear,H&M,3681.43,2580.39,0,3681.43,35,301,4.3,3954.42,128850.05,38536.4
2023-11-06,P022,Accessories,Puma,2869.46,1759.96,0,2869.46,28,863,3.4,2931.75,80344.88,31066.0
2023-11-06,P029,Footwear,Nike,2729.15,1926.52,10,2456.24,62,392,3.6,2521.13,152286.88,32842.64
2023-11-06,P030,Footwear,Zara,668.15,421.01,30,467.7,78,435,4.4,433.79,36480.6,3641.82
2023-11-07,P002,Kids,H&M,1896.15,1371.51,5,1801.34,88,548,4.0,1687.14,158517.92,37825.04
2023-11-07,P011,Footwear,Adidas,2296.75,1379.0,10,2067.08,78,303,4.2,1998.21,161232.24,53670.24
2023-11-07,P019,Kids,Nike,4235.27,2721.0,40,2541.16,41,172,3.6,2608.08,104187.56,-7373.44
2023-11-07,P020,Footwear,H&M,3096.4,1730.11,20,2477.12,88,148,3.6,2460.58,217986.56,65736.88
2023-11-08,P001,Footwear,Adidas,1698.95,1177.74,10,1529.06,113,731,4.9,1390.92,172783.78,39699.16
2023-11-08,P006,Accessories,Nike,3991.0,2975.52,5,3791.45,14,917,4.3,3728.79,53080.3,11423.02
2023-11-08,P015,Men,Roadster,3877.74,2305.55,15,3296.08,6,535,4.1,3344.77,19776.48,5943.18
2023-11-08,P028,Accessories,HRX,3222.69,2151.84,15,2739.29,18,943,3.4,2691.35,49307.22,10574.1
2023-11-08,P028,Accessories,HRX,4168.9,2969.15,30,2918.23,18,566,3.5,2809.88,52528.14,-916.56
2023-11-09,P005,Kids,Puma,2619.78,1476.08,20,2095.82,41,822,4.1,2170.3,85928.62,25409.34
2023-11-09,P010,Women,H&M,3114.95,1771.08,40,1868.97,20,465,4.5,1845.64,37379.4,1957.8
2023-11-09,P013,Women,Levis,4179.05,2795.85,15,3552.19,35,156,4.6,3514.2,124326.65,26471.9
2023-11-09,P018,Footwear,Nike,4516.07,2530.61,30,3161.25,44,662,4.3,3440.99,139095.0,27748.16
2023-11-09,P023,Accessories,Roadster,2485.91,1845.25,15,2113.02,41,410,3.2,1971.05,86633.82,10978.57
2023-11-10,P008,Accessories,HRX,3455.18,2523.44,5,3282.42,22,273,4.9,3505.75,72213.24,16697.56
2023-11-10,P015,Men,Roadster,4396.42,2732.64,40,2637.85,22,564,3.4,2827.53,58032.7,-2085.38
2023-11-10,P022,Accessories,Puma,4811.82,2757.14,5,4571.23,28,543,3.7,4913.02,127994.44,50794.52
2023-11-11,P005,Kids,Puma,3388.6,2144.75,20,2710.88,18,519,4.2,2574.18,48795.84,10190.34
2023-11-11,P005,Kids,Puma,2665.03,1771.08,10,2398.53,75,756,4.7,2314.44,179889.75,47058.75
2023-11-11,P018,Footwear,Nike,4244.2,2766.03,15,3607.57,11,457,4.5,3910.71,39683.27,9256.94
2023-11-11,P021,Men,Puma,1172.53,697.97,40,703.52,309,341,4.8,769.66,217387.68,1714.95
2023-11-11,P021,Men,Puma,1468.24,810.52,0,1468.24,113,375,3.8,1399.56,165911.12,74322.36
2023-11-11,P021,Men,Puma,3086.35,2205.72,0,3086.35,18,997,4.7,3186.43,55554.3,15851.34
2023-11-11,P027,Men,HRX,2610.78,1667.28,5,2480.24,20,857,4.6,2586.94,49604.8,16259.2
2023-11-11,P028,Accessories,HRX,1646.79,993.32,0,1646.79,46,105,4.6,1633.7,75752.34,30059.62
2023-11-12,P003,Accessories,Adidas,4869.6,3197.15,15,4139.16,16,637,3.5,3935.55,66226.56,15072.16
2023-11-12,P007,Kids,Levis,4239.2,2984.47,40,2543.52,7,544,3.6,2747.23,17804.64,-3086.65
2023-11-12,P016,Kids,Puma,1107.32,762.99,5,1051.95,176,829,3.9,1013.38,185143.2,50856.96
2023-11-12,P017,Women,H&M,3091.0,2237.23,15,2627.35,6,139,4.0,2804.22,15764.1,2340.72
2023-11-12,P019,Kids,Nike,3629.91,2451.64,20,2903.93,18,501,4.4,3137.18,52270.74,8141.22
2023-11-12,P025,Men,Nike,2566.25,1722.32,0,2566.25,22,660,3.9,2453.83,56457.5,18566.46
2023-11-12,P028,Accessories,HRX,2008.3,1234.39,15,1707.05,78,912,4.1,1544.23,133149.9,36867.48
2023-11-12,P028,Accessories,HRX,2708.3,1696.51,15,2302.06,88,176,3.9,2402.79,202581.28,53288.4
2023-11-12,P029,Footwear,Nike,1885.52,1179.53,40,1131.31,88,210,3.4,1091.26,99555.28,-4243.36
2023-11-13,P010,Women,H&M,1017.43,657.52,30,712.2,282,491,3.8,683.62,200840.4,15419.76
2023-11-13,P015,Men,Roadster,2543.22,1764.77,30,1780.25,54,761,4.5,1677.61,96133.5,835.92
2023-11-13,P015,Men,Roadster,4383.87,2730.99,20,3507.1,28,443,4.1,3619.1,98198.8,21731.08
2023-11-13,P016,Kids,Puma,2297.99,1547.67,15,1953.29,23,599,4.5,1791.07,44925.67,9329.26
2023-11-13,P030,Footwear,Zara,2016.43,1166.64,5,1915.61,54,170,3.4,2017.06,103442.94,40444.38
2023-11-14,P006,Accessories,Nike,4468.99,2955.35,10,4022.09,20,115,3.5,4081.69,80441.8,21334.8
2023-11-14,P007,Kids,Levis,3065.18,1801.98,10,2758.66,9,708,4.6,2737.8,24827.94,8610.12
2023-11-14,P008,Accessories,HRX,1563.56,1088.24,10,1407.2,23,722,4.7,1330.78,32365.6,7336.08
2023-11-14,P009,Footwear,Levis,4487.17,2868.79,15,3814.09,16,324,4.1,3453.54,61025.44,15124.8
2023-11-14,P014,Accessories,Nike,4116.23,2713.87,0,4116.23,35,751,3.8,4001.08,144068.05,49082.6
2023-11-14,P020,Footwear,H&M,4184.17,2939.3,0,4184.17,37,645,3.7,4383.01,154814.29,46060.19
2023-11-14,P024,Women,Nike,3869.18,2137.52,5,3675.72,20,992,4.1,3608.45,73514.4,30764.0
2023-11-15,P001,Footwear,Adidas,3838.36,2375.19,30,2686.85,28,751,3.6,2749.7,75231.8,8726.48
2023-11-15,P008,Accessories,HRX,1977.36,1423.88,0,1977.36,75,763,3.4,2097.18,148302.0,41511.0
2023-11-15,P013,Women,Levis,1365.73,788.92,0,1365.73,109,138,3.4,1495.81,148864.57,62872.29
2023-11-16,P013,Women,Levis,1930.73,1146.71,20,1544.58,42,482,3.6,1413.79,64872.36,16710.54
2023-11-16,P013,Women,Levis,1642.82,1212.72,40,985.69,208,748,3.5,947.21,205023.52,-47222.24
2023-11-16,P018,Footwear,Nike,3109.62,1854.88,5,2954.14,13,870,3.5,2671.51,38403.82,14290.38
2023-11-16,P018,Footwear,Nike,763.01,514.23,15,648.56,227,437,4.2,621.38,147223.12,30492.91
2023-11-16,P019,Kids,Nike,3597.48,2209.89,15,3057.86,23,878,4.4,3266.01,70330.78,19503.31
2023-11-16,P025,Men,Nike,3391.79,2427.81,20,2713.43,16,800,4.1,2972.74,43414.88,4569.92
2023-11-16,P027,Men,HRX,4646.73,3282.94,15,3949.72,15,562,3.7,3862.18,59245.8,10001.7
2023-11-17,P011,Footwear,Adidas,3316.62,1976.55,20,2653.3,39,711,3.6,2763.53,103478.7,26393.25
2023-11-17,P012,Men,Nike,4630.04,2731.21,15,3935.53,6,640,4.0,4261.88,23613.18,7225.92
2023-11-17,P014,Accessories,Nike,1505.57,958.57,0,1505.57,113,313,4.1,1629.45,170129.41,61811.0
2023-11-17,P024,Women,Nike,2790.04,1848.22,10,2511.04,27,395,4.0,2525.31,67798.08,17896.14
2023-11-17,P026,Women,HRX,4096.48,2434.76,30,2867.54,27,955,3.7,2757.35,77423.58,11685.06
2023-11-17,P027,Men,HRX,4445.71,2783.96,20,3556.57,44,734,3.4,3646.55,156489.08,33994.84
2023-11-18,P003,Accessories,Adidas,3403.04,2475.83,0,3403.04,22,168,4.6,3656.16,74866.88,20398.62
2023-11-18,P004,Women,Puma,3912.91,2198.87,40,2347.75,59,409,4.1,2191.56,138517.25,8783.92
2023-11-18,P007,Kids,Levis,2350.19,1352.01,5,2232.68,33,621,3.3,2124.88,73678.44,29062.11
2023-11-18,P016,Kids,Puma,3536.94,2233.96,20,2829.55,11,501,4.4,2808.28,31125.05,6551.49
2023-11-19,P001,Footwear,Adidas,4522.25,2936.41,40,2713.35,29,131,4.1,2788.59,78687.15,-6468.74
2023-11-19,P004,Women,Puma,4986.29,3353.13,40,2991.77,7,457,4.2,3022.33,20942.39,-2529.52
2023-11-19,P016,Kids,Puma,1157.26,661.17,5,1099.4,88,402,3.9,1192.18,96747.2,38564.24
2023-11-19,P021,Men,Puma,1745.51,1143.55,20,1396.41,66,420,3.7,1384.79,92163.06,16688.76
2023-11-19,P029,Footwear,Nike,2315.47,1713.25,40,1389.28,124,982,4.5,1483.4,172270.72,-40172.28
2023-11-20,P001,Footwear,Adidas,4405.9,2792.12,10,3965.31,36,601,4.0,4015.78,142751.16,42234.84
2023-11-20,P002,Kids,H&M,4659.57,2664.94,40,2795.74,37,466,4.3,2828.73,103442.38,4839.6
2023-11-20,P007,Kids,Levis,1755.07,1137.46,40,1053.04,130,967,4.3,1009.65,136895.2,-10974.6
2023-11-20,P012,Men,Nike,4257.51,2496.85,40,2554.51,6,991,3.7,2769.12,15327.06,345.96
2023-11-20,P016,Kids,Puma,2450.12,1456.91,20,1960.1,83,371,3.5,1895.02,162688.3,41764.77
2023-11-20,P019,Kids,Nike,782.81,480.32,30,547.97,128,662,4.5,546.46,70140.16,8659.2
2023-11-20,P027,Men,HRX,3718.99,2483.62,0,3718.99,32,684,3.4,3638.38,119007.68,39531.84
2023-11-20,P028,Accessories,HRX,3079.48,2039.23,20,2463.58,36,172,4.2,2364.4,88688.88,15276.6
2023-11-20,P028,Accessories,HRX,3406.72,2042.22,10,3066.05,15,236,3.6,3251.89,45990.75,15357.45
2023-11-20,P030,Footwear,Zara,622.72,367.39,0,622.72,353,599,3.5,609.19,219820.16,90131.49
2023-11-21,P001,Footwear,Adidas,746.19,530.4,15,634.26,145,415,3.4,649.52,91967.7,15059.7
2023-11-21,P002,Kids,H&M,870.05,622.72,10,783.04,101,113,4.3,796.94,79087.04,16192.32
2023-11-21,P006,Accessories,Nike,1131.27,745.65,0,1131.27,83,747,4.9,1107.64,93895.41,32006.46
2023-11-21,P008,Accessories,HRX,4556.53,3057.72,40,2733.92,26,232,4.8,2979.66,71081.92,-8418.8
2023-11-21,P010,Women,H&M,4414.64,3023.22,20,3531.71,39,313,3.4,3727.46,137736.69,19831.11
2023-11-21,P019,Kids,Nike,1203.38,750.1,10,1083.04,78,728,3.7,1101.58,84477.12,25969.32
2023-11-21,P028,Accessories,HRX,874.92,588.96,40,524.95,93,271,3.3,530.15,48820.35,-5952.93
2023-11-22,P003,Accessories,Adidas,3281.02,2131.07,5,3116.97,11,807,3.7,3225.63,34286.67,10844.9
2023-11-22,P010,Women,H&M,2052.81,1453.82,30,1436.97,117,553,3.6,1436.5,168125.49,-1971.45
2023-11-22,P014,Accessories,Nike,1565.26,1126.82,30,1095.68,98,829,4.9,1177.12,107376.64,-3051.72
2023-11-22,P029,Footwear,Nike,3348.38,1883.93,30,2343.87,26,328,3.7,2207.37,60940.62,11958.44
2023-11-23,P001,Footwear,Adidas,2349.2,1402.16,40,1409.52,85,618,3.3,1405.65,119809.2,625.6
2023-11-23,P017,Women,H&M,2191.93,1239.73,30,1534.35,78,627,5.0,1641.68,119679.3,22980.36
2023-11-23,P023,Accessories,Roadster,744.27,479.52,0,744.27,62,354,3.9,688.23,46144.74,16414.5
2023-11-23,P024,Women,Nike,516.11,358.06,0,516.11,257,444,4.8,506.16,132640.27,40618.85
2023-11-24,P006,Accessories,Nike,3898.9,2230.54,30,2729.23,40,127,3.4,2770.07,109169.2,19947.6
2023-11-24,P016,Kids,Puma,2498.77,1864.33,40,1499.26,39,972,3.8,1484.97,58471.14,-14237.73
2023-11-24,P016,Kids,Puma,850.82,506.6,0,850.82,110,176,3.3,884.92,93590.2,37864.2
2023-11-24,P024,Women,Nike,567.28,420.27,20,453.82,157,236,4.2,423.06,71249.74,5267.35
2023-11-25,P001,Footwear,Adidas,3913.03,2228.53,5,3717.38,22,630,3.5,3727.2,81782.36,32754.7
2023-11-25,P004,Women,Puma,1285.53,873.65,10,1156.98,150,705,4.1,1266.39,173547.0,42499.5
2023-11-25,P007,Kids,Levis,2104.3,1421.99,30,1473.01,109,138,4.4,1370.2,160558.09,5561.18
2023-11-25,P028,Accessories,HRX,2309.71,1372.68,40,1385.83,113,577,3.7,1317.86,156598.79,1485.95
2023-11-26,P001,Footwear,Adidas,1753.29,1039.78,15,1490.3,109,224,4.6,1564.11,162442.7,49106.68
2023-11-26,P001,Footwear,Adidas,1860.45,1128.37,20,1488.36,70,619,4.8,1500.75,104185.2,25199.3
2023-11-26,P014,Accessories,Nike,1856.83,1355.95,15,1578.31,74,192,3.2,1506.06,116794.94,16454.64
2023-11-26,P018,Footwear,Nike,1436.8,828.44,10,1293.12,78,290,3.6,1395.89,100863.36,36245.04
2023-11-26,P019,Kids,Nike,3326.77,2211.53,5,3160.43,14,523,3.9,3021.28,44246.02,13284.6
2023-11-27,P006,Accessories,Nike,4524.95,3128.89,5,4298.7,36,825,4.5,4699.18,154753.2,42113.16
2023-11-27,P010,Women,H&M,4456.23,3245.38,15,3787.8,9,973,4.4,3768.76,34090.2,4881.78
2023-11-27,P012,Men,Nike,1539.25,1148.07,5,1462.29,124,498,4.2,1369.18,181323.96,38963.28
2023-11-27,P017,Women,H&M,3712.06,2118.21,5,3526.46,28,818,3.5,3599.67,98740.88,39431.0
2023-11-27,P020,Footwear,H&M,1139.05,779.59,0,1139.05,78,588,4.6,1191.52,88845.9,28037.88
2023-11-27,P021,Men,Puma,2624.94,1922.06,5,2493.69,13,558,3.9,2515.0,32417.97,7431.19
2023-11-28,P004,Women,Puma,1585.84,1125.89,15,1347.96,54,129,3.2,1329.07,72789.84,11991.78
2023-11-28,P011,Footwear,Adidas,1771.16,1214.77,20,1416.93,105,277,4.5,1432.59,148777.65,21226.8
2023-11-28,P012,Men,Nike,658.4,405.45,0,658.4,81,494,3.4,646.35,53330.4,20488.95
2023-11-28,P013,Women,Levis,919.21,508.31,15,781.33,156,611,4.2,780.65,121887.48,42591.12
2023-11-28,P014,Accessories,Nike,3432.57,2180.34,20,2746.06,41,954,3.4,2836.37,112588.46,23194.52
2023-11-28,P017,Women,H&M,507.39,310.75,0,507.39,292,200,4.8,485.46,148157.88,57418.88
2023-11-28,P022,Accessories,Puma,3369.59,1885.27,30,2358.71,62,792,3.6,2320.81,146240.02,29353.28
2023-11-28,P026,Women,HRX,4964.78,3462.44,30,3475.35,37,410,4.4,3443.37,128587.95,477.67
2023-11-29,P004,Women,Puma,3947.06,2920.93,10,3552.35,20,809,3.8,3612.37,71047.0,12628.4
2023-11-29,P005,Kids,Puma,2034.8,1336.94,15,1729.58,67,999,3.3,1561.45,115881.86,26306.88
2023-11-29,P007,Kids,Levis,4673.8,3200.94,5,4440.11,10,702,4.1,4486.02,44401.1,12391.7
2023-11-29,P015,Men,Roadster,4498.31,2891.85,0,4498.31,15,289,4.7,4089.11,67474.65,24096.9
2023-11-29,P017,Women,H&M,1408.07,843.31,20,1126.46,145,354,3.7,1160.44,163336.7,41056.75
2023-11-30,P004,Women,Puma,3961.66,2598.48,30,2773.16,20,934,4.5,2701.67,55463.2,3493.6
2023-11-30,P005,Kids,Puma,1521.36,838.0,10,1369.22,85,704,4.6,1395.63,116383.7,45153.7
2023-11-30,P009,Footwear,Levis,1947.51,1206.27,5,1850.13,15,751,4.7,1752.05,27751.95,9657.9
2023-11-30,P013,Women,Levis,515.22,292.44,0,515.22,292,921,4.4,551.31,150444.24,65051.76
2023-11-30,P023,Accessories,Roadster,2067.3,1210.35,40,1240.38,145,172,3.4,1292.86,179855.1,4354.35
2023-11-30,P026,Women,HRX,4818.06,2696.86,40,2890.84,14,713,4.7,3123.71,40471.76,2715.72
2023-11-30,P027,Men,HRX,2226.66,1280.48,0,2226.66,57,687,4.7,2333.19,126919.62,53932.26
2023-12-01,P006,Accessories,Nike,1008.46,663.42,0,1008.46,166,677,4.3,1066.94,167404.36,57276.64
2023-12-01,P006,Accessories,Nike,2320.91,1499.15,5,2204.86,78,576,4.7,2137.58,171979.08,55045.38
2023-12-01,P010,Women,H&M,4093.44,2780.64,10,3684.1,18,743,4.7,3429.04,66313.8,16262.28
2023-12-01,P023,Accessories,Roadster,1695.11,1007.42,20,1356.09,113,252,4.4,1360.36,153238.17,39399.71
2023-12-01,P024,Women,Nike,4923.21,3086.25,20,3938.57,22,162,4.7,3840.45,86648.54,18751.04
2023-12-01,P026,Women,HRX,3398.93,1887.92,15,2889.09,40,871,4.4,2681.99,115563.6,40046.8
2023-12-02,P013,Women,Levis,4265.38,2399.03,20,3412.3,36,414,4.7,3618.02,122842.8,36477.72
2023-12-02,P014,Accessories,Nike,3409.93,2007.03,5,3239.43,41,467,4.7,3370.05,132816.63,50528.4
2023-12-02,P022,Accessories,Puma,1623.04,1079.79,30,1136.13,104,204,4.3,1152.76,118157.52,5859.36
2023-12-02,P024,Women,Nike,3808.69,2348.98,20,3046.95,6,383,4.6,3061.32,18281.7,4187.82
2023-12-02,P026,Women,HRX,2340.18,1500.11,5,2223.17,54,454,3.9,2346.87,120051.18,39045.24
2023-12-03,P006,Accessories,Nike,3007.8,2165.84,10,2707.02,15,183,4.1,2599.62,40605.3,8117.7
2023-12-04,P003,Accessories,Adidas,4342.91,3217.29,30,3040.04,10,525,3.3,3178.51,30400.4,-1772.5
2023-12-04,P004,Women,Puma,1267.19,704.68,20,1013.75,104,666,4.4,958.35,105430.0,32143.28
2023-12-04,P010,Women,H&M,512.73,371.73,0,512.73,117,419,3.9,544.66,59989.41,16497.0
2023-12-04,P016,Kids,Puma,2382.28,1311.68,30,1667.6,85,577,4.5,1693.11,141746.0,30253.2
2023-12-04,P026,Women,HRX,1325.4,919.34,5,1259.13,124,584,4.6,1262.4,156132.12,42133.96
2023-12-05,P018,Footwear,Nike,4411.87,3097.12,20,3529.5,36,682,4.8,3190.66,127062.0,15565.68
2023-12-05,P020,Footwear,H&M,1319.36,726.1,20,1055.49,72,713,4.9,970.11,75995.28,23716.08
2023-12-06,P005,Kids,Puma,1112.03,651.89,10,1000.83,83,721,4.5,991.61,83068.89,28962.02
2023-12-06,P015,Men,Roadster,3100.23,1709.75,40,1860.14,13,650,4.4,2008.13,24181.82,1955.07
2023-12-06,P023,Accessories,Roadster,3811.51,2247.91,15,3239.78,36,470,4.6,3403.11,116632.08,35707.32
2023-12-06,P025,Men,Nike,1899.63,1103.14,0,1899.63,36,576,3.4,1775.38,68386.68,28673.64
2023-12-07,P001,Footwear,Adidas,2148.88,1603.18,5,2041.44,83,308,4.2,2218.17,169439.52,36375.58
2023-12-07,P006,Accessories,Nike,2642.45,1707.1,5,2510.33,40,507,3.2,2458.75,100413.2,32129.2
2023-12-07,P011,Footwear,Adidas,4323.6,2564.52,5,4107.42,7,923,4.8,4329.29,28751.94,10800.3
2023-12-07,P011,Footwear,Adidas,1975.37,1369.39,5,1876.6,83,446,3.6,1746.66,155757.8,42098.43
2023-12-07,P013,Women,Levis,3082.55,2123.01,20,2466.04,57,931,4.3,2465.88,140564.28,19552.71
2023-12-07,P016,Kids,Puma,4477.34,2867.37,40,2686.4,18,138,3.8,2553.26,48355.2,-3257.46
2023-12-07,P019,Kids,Nike,3760.89,2370.5,0,3760.89,23,524,3.3,3973.04,86500.47,31978.97
2023-12-07,P023,Accessories,Roadster,3048.19,1972.83,20,2438.55,13,783,4.9,2331.58,31701.15,6054.36
2023-12-08,P002,Kids,H&M,4659.85,2659.85,5,4426.86,44,875,3.3,4691.31,194781.84,77748.44
2023-12-08,P004,Women,Puma,4862.64,2744.93,15,4133.24,11,702,3.9,4178.35,45465.64,15271.41
2023-12-08,P007,Kids,Levis,1752.71,1166.25,10,1577.44,105,555,4.1,1519.16,165631.2,43174.95
2023-12-08,P014,Accessories,Nike,1135.12,723.55,15,964.85,65,737,4.6,881.06,62715.25,15684.5
2023-12-08,P020,Footwear,H&M,4396.58,3070.94,5,4176.75,44,105,4.2,3894.59,183777.0,48655.64
2023-12-09,P003,Accessories,Adidas,2799.8,1830.53,30,1959.86,88,520,4.3,1866.26,172467.68,11381.04
2023-12-09,P011,Footwear,Adidas,2747.17,1815.05,15,2335.09,72,366,4.5,2209.52,168126.48,37442.88
2023-12-09,P011,Footwear,Adidas,1718.11,1010.19,40,1030.87,88,430,4.4,1053.31,90716.56,1819.84
2023-12-09,P017,Women,H&M,2149.35,1525.23,0,2149.35,78,118,3.2,2199.12,167649.3,48681.36
2023-12-09,P026,Women,HRX,799.32,456.92,0,799.32,78,855,4.4,789.82,62346.96,26707.2
2023-12-09,P028,Accessories,HRX,3827.23,2166.49,5,3635.87,33,926,3.6,3892.76,119983.71,48489.54
2023-12-10,P001,Footwear,Adidas,4093.06,2616.97,20,3274.45,6,958,5.0,3454.07,19646.7,3944.88
2023-12-10,P002,Kids,H&M,1431.81,887.16,5,1360.22,50,619,4.9,1245.97,68011.0,23653.0
2023-12-10,P002,Kids,H&M,4023.45,2878.31,20,3218.76,26,640,4.2,3120.34,83687.76,8851.7
2023-12-10,P003,Accessories,Adidas,3712.97,2523.07,0,3712.97,16,499,4.3,3518.84,59407.52,19038.4
2023-12-10,P017,Women,H&M,1873.26,1210.57,5,1779.6,41,360,4.6,1885.81,72963.6,23330.23
2023-12-10,P022,Accessories,Puma,857.74,478.69,15,729.08,140,123,3.8,673.23,102071.2,35054.6
2023-12-10,P024,Women,Nike,2473.91,1808.0,20,1979.13,39,648,3.6,1864.44,77186.07,6674.07
2023-12-10,P029,Footwear,Nike,1997.61,1242.81,0,1997.61,49,683,4.9,2182.53,97882.89,36985.2
2023-12-11,P013,Women,Levis,2872.43,1766.23,30,2010.7,52,778,3.9,1872.18,104556.4,12712.44
2023-12-11,P014,Accessories,Nike,1682.42,1038.37,15,1430.06,54,766,3.6,1337.49,77223.24,21151.26
2023-12-11,P016,Kids,Puma,4740.97,2685.98,10,4266.87,42,291,3.4,4332.46,179208.54,66397.38
2023-12-11,P018,Footwear,Nike,2070.2,1259.08,30,1449.14,35,561,3.7,1483.13,50719.9,6652.1
2023-12-11,P019,Kids,Nike,1886.63,1401.01,40,1131.98,67,419,3.4,1059.44,75842.66,-18025.01
2023-12-11,P026,Women,HRX,533.76,305.5,20,427.01,343,668,3.3,447.81,146464.43,41677.93
2023-12-12,P004,Women,Puma,4266.8,2869.86,20,3413.44,10,591,4.8,3548.77,34134.4,5435.8
2023-12-12,P009,Footwear,Levis,542.39,306.74,40,325.43,507,317,3.5,300.02,164993.01,9475.83
2023-12-12,P026,Women,HRX,1576.59,877.21,15,1340.1,74,221,4.7,1365.41,99167.4,34253.86
2023-12-12,P029,Footwear,Nike,4597.71,3396.15,5,4367.82,24,271,4.0,4484.7,104827.68,23320.08
2023-12-13,P001,Footwear,Adidas,4497.22,2971.03,0,4497.22,10,236,4.5,4442.12,44972.2,15261.9
2023-12-13,P013,Women,Levis,1344.63,789.16,30,941.24,58,333,3.7,853.47,54591.92,8820.64
2023-12-13,P015,Men,Roadster,4089.05,2368.57,5,3884.6,22,765,4.2,3729.25,85461.2,33352.66
2023-12-13,P020,Footwear,H&M,909.5,554.88,5,864.02,39,355,4.2,826.79,33696.78,12056.46
2023-12-13,P030,Footwear,Zara,533.04,363.91,30,373.13,185,775,3.4,385.34,69029.05,1705.7
